epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.7065420746803284,0.7988364100456238
0,468,0.6814448833465576,0.8843382596969604,,
1,937,,,0.7052959203720093,0.827248752117157
1,937,0.7169660329818726,0.7769722938537598,,
2,1406,,,0.718068540096283,0.8035739660263062
2,1406,0.7208386063575745,0.7626798748970032,,
3,1875,,,0.7099688649177551,0.8051779866218567
3,1875,0.7245776653289795,0.7527292370796204,,
4,2344,,,0.7080996632575989,0.8116196393966675
4,2344,0.7266475558280945,0.7485279440879822,,
5,2813,,,0.7161993980407715,0.7870362997055054
5,2813,0.7291847467422485,0.7398035526275635,,
6,3282,,,0.6838006377220154,0.8510796427726746
6,3282,0.732990562915802,0.7304142117500305,,
7,3751,,,0.6965731978416443,0.873475968837738
7,3751,0.732990562915802,0.7350367307662964,,
8,4220,,,0.723052978515625,0.7782120704650879
8,4220,0.7312545776367188,0.736131489276886,,
9,4689,,,0.709034264087677,0.8310012221336365
9,4689,0.735394299030304,0.7303850054740906,,
