epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.7143301963806152,0.8060482144355774
0,468,0.6561394333839417,0.9604911804199219,,
1,937,,,0.7074766159057617,0.804608166217804
1,937,0.6839821338653564,0.8595163822174072,,
2,1406,,,0.7168224453926086,0.7804266810417175
2,1406,0.6883888840675354,0.8443081378936768,,
3,1875,,,0.7074766159057617,0.8048591613769531
3,1875,0.6945316195487976,0.8370985388755798,,
4,2344,,,0.7096573114395142,0.7946420907974243
4,2344,0.6929959058761597,0.8384584784507751,,
5,2813,,,0.7174454927444458,0.7722020149230957
5,2813,0.6986045241355896,0.8308274149894714,,
6,3282,,,0.6800622940063477,0.8607982993125916
6,3282,0.7045469880104065,0.8145639896392822,,
7,3751,,,0.695015549659729,0.8518080711364746
7,3751,0.7004740834236145,0.8243879079818726,,
8,4220,,,0.7242990732192993,0.7610145211219788
8,4220,0.7063497304916382,0.815926194190979,,
9,4689,,,0.7161993980407715,0.7948508262634277
9,4689,0.7009414434432983,0.8163315653800964,,
