epoch,step,train_acc,train_loss,val_acc,val_loss
0,234,,,0.782243013381958,0.6374300122261047
0,234,0.9363023042678833,0.22398805618286133,,
1,469,,,0.7803738117218018,0.6749495267868042
1,469,0.9680843949317932,0.1506742686033249,,
2,704,,,0.7869158983230591,0.6831060647964478
2,704,0.9864459037780762,0.09743646532297134,,
3,939,,,0.790965735912323,0.7061712145805359
3,939,0.9947920441627502,0.06358738988637924,,
4,1174,,,0.7778816223144531,0.7462380528450012
4,1174,0.9989317059516907,0.04279467463493347,,
5,1409,,,0.7800623178482056,0.7841217517852783
5,1409,0.999465823173523,0.030594514682888985,,
6,1644,,,0.7788162231445312,0.8163135647773743
6,1644,0.9998664855957031,0.021975643932819366,,
7,1879,,,0.7890965938568115,0.7965952157974243
7,1879,0.9997329115867615,0.016540486365556717,,
8,2114,,,0.7897196412086487,0.8317466378211975
8,2114,0.9997329115867615,0.014046038500964642,,
9,2349,,,0.7694703936576843,0.8900130987167358
9,2349,0.9999332427978516,0.010498791001737118,,
10,2584,,,0.7919003367424011,0.8337687849998474
10,2584,0.9997996687889099,0.009845281951129436,,
11,2819,,,0.7841121554374695,0.8766797184944153
11,2819,0.9999332427978516,0.0072164698503911495,,
12,3054,,,0.7816199660301208,0.9160081148147583
12,3054,0.9999332427978516,0.006411518901586533,,
13,3289,,,0.7862928509712219,0.8842654824256897
13,3289,1.0,0.005212758202105761,,
14,3524,,,0.7853582501411438,0.9449629187583923
14,3524,0.9999332427978516,0.0047165947034955025,,
