epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.7295950055122375,0.774358332157135
0,468,0.677238404750824,0.8912160992622375,,
1,937,,,0.7124610543251038,0.7951291799545288
1,937,0.7137610912322998,0.7821778655052185,,
2,1406,,,0.7358255386352539,0.7544626593589783
2,1406,0.7189022898674011,0.756719172000885,,
3,1875,,,0.714018702507019,0.7895929217338562
3,1875,0.7251118421554565,0.7492566704750061,,
4,2344,,,0.7118380069732666,0.7993142604827881
4,2344,0.7233090996742249,0.7465590238571167,,
5,2813,,,0.7286604642868042,0.7458837628364563
5,2813,0.730119526386261,0.737700343132019,,
6,3282,,,0.6872274279594421,0.8509599566459656
6,3282,0.7317219972610474,0.7259366512298584,,
7,3751,,,0.6875389218330383,0.8593400716781616
7,3751,0.7291179895401001,0.7323441505432129,,
8,4220,,,0.7370716333389282,0.7462192177772522
8,4220,0.7334579825401306,0.7260730266571045,,
9,4689,,,0.717756986618042,0.7900538444519043
9,4689,0.7357949018478394,0.7243645191192627,,
