epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.8059189915657043,0.5483648777008057
0,468,0.7797957062721252,0.6165400743484497,,
1,937,,,0.7707164883613586,0.656623363494873
1,937,0.8635240793228149,0.39294716715812683,,
2,1406,,,0.8084112405776978,0.6225714683532715
2,1406,0.9056553244590759,0.27629637718200684,,
3,1875,,,0.8118380308151245,0.6440374851226807
3,1875,0.9322293996810913,0.20274023711681366,,
4,2344,,,0.767912745475769,0.8050144910812378
4,2344,0.9515256881713867,0.14127205312252045,,
5,2813,,,0.8037382960319519,0.7642542123794556
5,2813,0.9631434679031372,0.1110433042049408,,
6,3282,,,0.790965735912323,0.9123830199241638
6,3282,0.9684182405471802,0.09154331684112549,,
7,3751,,,0.813707172870636,0.9162325263023376
7,3751,0.969219446182251,0.0904342532157898,,
8,4220,,,0.7816199660301208,0.9470842480659485
8,4220,0.9751619100570679,0.07034049183130264,,
9,4689,,,0.8028037548065186,0.9707157611846924
9,4689,0.9811043739318848,0.058240726590156555,,
