epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.7115264534950256,0.8025190830230713
0,468,0.6700273752212524,0.9165911674499512,,
1,937,,,0.7006230354309082,0.8164918422698975
1,937,0.7017426490783691,0.8079840540885925,,
2,1406,,,0.7174454927444458,0.7964302897453308
2,1406,0.7123589515686035,0.7893538475036621,,
3,1875,,,0.7193146347999573,0.7734413743019104
3,1875,0.7145623564720154,0.7834174036979675,,
4,2344,,,0.7087227702140808,0.7915222644805908
4,2344,0.7162983417510986,0.7731174826622009,,
5,2813,,,0.726791262626648,0.7499054670333862
5,2813,0.7168992161750793,0.7718129754066467,,
6,3282,,,0.6806853413581848,0.8514243960380554
6,3282,0.7219069004058838,0.7608163952827454,,
7,3751,,,0.6847351789474487,0.8673079609870911
7,3751,0.7259798645973206,0.7601205110549927,,
8,4220,,,0.7271028161048889,0.7558554410934448
8,4220,0.7225745916366577,0.7628172636032104,,
9,4689,,,0.7096573114395142,0.796244204044342
9,4689,0.7259798645973206,0.7533607482910156,,
