epoch,step,train_acc,train_loss,val_acc,val_loss
0,234,,,0.7928348779678345,0.6317475438117981
0,234,0.9373038411140442,0.22185808420181274,,
1,469,,,0.7834891080856323,0.6579622030258179
1,469,0.9683514833450317,0.15123842656612396,,
2,704,,,0.7866043448448181,0.6834084987640381
2,704,0.9855111241340637,0.09985966980457306,,
3,939,,,0.7890965938568115,0.712020218372345
3,939,0.9945249557495117,0.06691380590200424,,
4,1174,,,0.7897196412086487,0.7299191951751709
4,1174,0.9976630806922913,0.04528051242232323,,
5,1409,,,0.7831775546073914,0.7772078514099121
5,1409,0.9990652203559875,0.032342374324798584,,
6,1644,,,0.7881619930267334,0.7673869729042053
6,1644,0.9997329115867615,0.02424067072570324,,
7,1879,,,0.777258574962616,0.8329607844352722
7,1879,0.9997996687889099,0.0176995936781168,,
8,2114,,,0.7900311350822449,0.8100401759147644
8,2114,0.999666154384613,0.014584049582481384,,
9,2349,,,0.7828660607337952,0.8598847985267639
9,2349,0.9999332427978516,0.010255025699734688,,
10,2584,,,0.7775700688362122,0.8690767884254456
10,2584,0.9998664855957031,0.00914245005697012,,
11,2819,,,0.7816199660301208,0.8755868673324585
11,2819,1.0,0.00685910927131772,,
12,3054,,,0.7838006019592285,0.9233006238937378
12,3054,1.0,0.00573243573307991,,
13,3289,,,0.7947040796279907,0.8792204856872559
13,3289,0.9999332427978516,0.004903395194560289,,
14,3524,,,0.7903426885604858,0.9170663952827454
14,3524,0.9998664855957031,0.005129946395754814,,
