epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.8037382960319519,0.5629028677940369
0,468,0.7781932353973389,0.6249929666519165,,
1,937,,,0.7978193163871765,0.6085704565048218
1,937,0.8778126239776611,0.34099864959716797,,
2,1406,,,0.7766355276107788,0.8094256520271301
2,1406,0.9369699954986572,0.17587435245513916,,
3,1875,,,0.8018691539764404,0.7925796508789062
3,1875,0.9618749022483826,0.11083360761404037,,
4,2344,,,0.7987539172172546,0.8503520488739014
4,2344,0.9748280644416809,0.07827238738536835,,
5,2813,,,0.8052959442138672,0.9660749435424805
5,2813,0.971289336681366,0.08264072239398956,,
6,3282,,,0.7517133951187134,1.1098849773406982
6,3282,0.9758296012878418,0.0727856233716011,,
7,3751,,,0.7831775546073914,1.0323212146759033
7,3751,0.97943514585495,0.061362575739622116,,
8,4220,,,0.8037382960319519,0.9297651052474976
8,4220,0.9780330061912537,0.06091568246483803,,
9,4689,,,0.8068535923957825,0.9799580574035645
9,4689,0.9826400279998779,0.05117025971412659,,
