epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.8152648210525513,0.5460718274116516
0,468,0.7753889560699463,0.6247648000717163,,
1,937,,,0.7978193163871765,0.5816690325737
1,937,0.88055020570755,0.33198437094688416,,
2,1406,,,0.7931464314460754,0.7085275053977966
2,1406,0.9503238201141357,0.15182287991046906,,
3,1875,,,0.7912772297859192,0.8065900206565857
3,1875,0.9722240567207336,0.08417366445064545,,
4,2344,,,0.7831775546073914,0.913623571395874
4,2344,0.9801028370857239,0.06289598345756531,,
5,2813,,,0.7962616682052612,0.9011398553848267
5,2813,0.9777659177780151,0.06406394392251968,,
6,3282,,,0.8037382960319519,0.9568755626678467
6,3282,0.9821059107780457,0.04938577860593796,,
7,3751,,,0.8003115057945251,0.9473819136619568
7,3751,0.9802363514900208,0.05682224780321121,,
8,4220,,,0.8105918765068054,0.9507503509521484
8,4220,0.9831074476242065,0.0490758903324604,,
9,4689,,,0.8127725720405579,0.9494935274124146
9,4689,0.9893169403076172,0.03387552872300148,,
