epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.8065420389175415,0.5586378574371338
0,468,0.7633037567138672,0.6652824878692627,,
1,937,,,0.8056074976921082,0.5450006723403931
1,937,0.8165186643600464,0.5056142807006836,,
2,1406,,,0.8183800578117371,0.5150745511054993
2,1406,0.8449622988700867,0.4390886723995209,,
3,1875,,,0.8109034299850464,0.5520171523094177
3,1875,0.859451174736023,0.3928367495536804,,
4,2344,,,0.7828660607337952,0.6301596760749817
4,2344,0.8806837201118469,0.344094842672348,,
5,2813,,,0.799688458442688,0.5662366151809692
5,2813,0.888696014881134,0.3155178725719452,,
6,3282,,,0.7778816223144531,0.7352481484413147
6,3282,0.902116596698761,0.26839905977249146,,
7,3751,,,0.8214953541755676,0.6323260068893433
7,3751,0.9144020676612854,0.23725442588329315,,
8,4220,,,0.8140186667442322,0.6896413564682007
8,4220,0.9210122227668762,0.21895766258239746,,
9,4689,,,0.8193146586418152,0.746458888053894
9,4689,0.9332976937294006,0.19174320995807648,,
