epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.7295950055122375,0.7626685500144958
0,468,0.6866528391838074,0.8656497001647949,,
1,937,,,0.7255451679229736,0.7610607147216797
1,937,0.7258462905883789,0.7543808221817017,,
2,1406,,,0.7330217957496643,0.7307475805282593
2,1406,0.7291847467422485,0.73054438829422,,
3,1875,,,0.7168224453926086,0.7652879953384399
3,1875,0.7349936366081238,0.7191478610038757,,
4,2344,,,0.7080996632575989,0.7886866331100464
4,2344,0.7370635271072388,0.7114561796188354,,
5,2813,,,0.736760139465332,0.731896162033081
5,2813,0.7353274822235107,0.7079260349273682,,
6,3282,,,0.6931464076042175,0.8328886032104492
6,3282,0.7433397769927979,0.696167528629303,,
7,3751,,,0.6987538933753967,0.8218142986297607
7,3751,0.741670548915863,0.703975260257721,,
8,4220,,,0.7370716333389282,0.7241954207420349
8,4220,0.7443413138389587,0.6999118328094482,,
9,4689,,,0.7249221205711365,0.7601265907287598
9,4689,0.7455431818962097,0.6947490572929382,,
