epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.7255451679229736,0.8210285902023315
0,468,0.6317687034606934,1.0689449310302734,,
1,937,,,0.7152647972106934,0.811104416847229
1,937,0.6582760214805603,0.9918120503425598,,
2,1406,,,0.7302180528640747,0.7784459590911865
2,1406,0.6664885878562927,0.9812684059143066,,
3,1875,,,0.717756986618042,0.7603791952133179
3,1875,0.668758749961853,0.9795436859130859,,
4,2344,,,0.6965731978416443,0.7980465888977051
4,2344,0.668758749961853,0.9817195534706116,,
5,2813,,,0.7274143099784851,0.7749937772750854
5,2813,0.6681578159332275,0.9813493490219116,,
6,3282,,,0.7255451679229736,0.7855372428894043
6,3282,0.6640181541442871,0.9776595234870911,,
7,3751,,,0.7355140447616577,0.7685859203338623
7,3751,0.6660879850387573,0.9789278507232666,,
8,4220,,,0.7242990732192993,0.76735520362854
8,4220,0.6668224334716797,0.9806684255599976,,
9,4689,,,0.7376946806907654,0.7828372716903687
9,4689,0.6710956692695618,0.9776971936225891,,
