epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.6794392466545105,0.9053996205329895
0,468,0.6794418096542358,0.8817773461341858,,
1,937,,,0.6579439043998718,0.966152012348175
1,937,0.7156974077224731,0.7726790904998779,,
2,1406,,,0.7015576362609863,0.8581910133361816
2,1406,0.7229084372520447,0.7468627691268921,,
3,1875,,,0.6704049706459045,0.9201503396034241
3,1875,0.7259130477905273,0.7409428358078003,,
4,2344,,,0.6514018774032593,0.958056628704071
4,2344,0.7309207320213318,0.7398247718811035,,
5,2813,,,0.6906542181968689,0.8622115254402161
5,2813,0.7315884232521057,0.7282068133354187,,
6,3282,,,0.6292834877967834,1.006377935409546
6,3282,0.7389997839927673,0.7127108573913574,,
7,3751,,,0.6202492117881775,1.053718090057373
7,3751,0.7343927621841431,0.7236371636390686,,
8,4220,,,0.6915887594223022,0.8773061633110046
8,4220,0.733524739742279,0.7270281314849854,,
9,4689,,,0.6788161993026733,0.9133675694465637
9,4689,0.7342591881752014,0.7213958501815796,,
