epoch,step,train_acc,train_loss,val_acc,val_loss
0,468,,,0.6996884942054749,0.8869617581367493
0,468,0.6427188515663147,1.054425597190857,,
1,937,,,0.7049844264984131,0.8404701352119446
1,937,0.6681578159332275,0.9983959794044495,,
2,1406,,,0.7034267783164978,0.8093582391738892
2,1406,0.6783735156059265,0.9786093235015869,,
3,1875,,,0.590654194355011,1.0570095777511597
3,1875,0.6840488910675049,0.9697434306144714,,
4,2344,,,0.6878504753112793,0.8927735090255737
4,2344,0.6788408756256104,0.9797418713569641,,
5,2813,,,0.7012460827827454,0.8638960719108582
5,2813,0.6797756552696228,0.9709701538085938,,
6,3282,,,0.7121495604515076,0.8102068305015564
6,3282,0.682713508605957,0.9715576171875,,
7,3751,,,0.6850467324256897,0.8745624423027039
7,3751,0.683381199836731,0.9686173796653748,,
8,4220,,,0.7121495604515076,0.7865573763847351
8,4220,0.6842491626739502,0.972492516040802,,
9,4689,,,0.726791262626648,0.7783421874046326
9,4689,0.6855177879333496,0.9712135791778564,,
